record_type,record_id,entity_a,entity_b,source_a,source_b,field,value_a,value_b,severity
entity,PER-00776,John Cleese,,epstein-docs,rhowardstone,category/role,people,celebrity,low
entity,PER-00777,John Csakany,,epstein-docs,epstein-docs_role,category/role,people,Chief Deputy U.S. Marshal,low
entity,PER-00780,John Glenn,,epstein-docs,rhowardstone,category/role,people,politician,low
entity,PER-00784,John M. Leventhal,,epstein-docs,epstein-docs_role,category/role,people,Co-counsel with Arthur L. Aidala,low
entity,PER-00785,John Paulson,,epstein-docs,rhowardstone,category/role,people,business,low
entity,PER-00791,Jonathan Mano,,epstein-docs,epstein-docs_role,category/role,people,Certifying instructor,low
entity,PER-00792,Jools Holland,,epstein-docs,rhowardstone,category/role,people,celebrity,low
entity,PER-00794,Jordana (Jordy) H. Feldman,,epstein-docs,epstein-docs_role,category/role,people,Independent Administrator of the Epstein Victims' Compensation Program,low
entity,PER-00795,Jose Maria Aznar,,epstein-docs,rhowardstone,category/role,people,politician,low
entity,PER-00796,Joseph Pecorino,,epstein-docs,epstein-docs_role,category/role,people,District Executive's Office,low
entity,PER-00800,José A. Cabranes,,epstein-docs,epstein-docs_role,category/role,people,Circuit Judge,low
entity,PER-00801,Juan Alessi,,epstein-docs,epstein-docs_role,category/role,people,Witness,low
entity,PER-00804,Engelmayer,,epstein-docs,epstein-docs_role,category/role,people,Judge,low
entity,PER-00805,Kaplan,,epstein-docs,epstein-docs_role,category/role,people,presiding judge in Prince Andrew lawsuit,low
entity,PER-00806,Netman,,epstein-docs,epstein-docs_role,category/role,people,District Court Judge,low
entity,PER-00810,Judy Tuckerman,,epstein-docs,rhowardstone,category/role,people,other,low
entity,PER-00813,Julie,,epstein-docs,epstein-docs_role,category/role,people,Subject of an addendum opinion from France,low
entity,PER-00814,Julie Blackman,,epstein-docs,epstein-docs_role,category/role,people,expert or consultant hired by Kramer Levin,low
entity,PER-00816,Julie K. Brown,,epstein-docs,epstein-docs_role,category/role,people,Investigative Journalist for the Miami Herald,low
entity,PER-00818,Juliette Bryant,,epstein-docs,epstein-docs_role,category/role,people,Alleged victim,low
entity,PER-00822,Juror Number 50,,epstein-docs,epstein-docs_role,category/role,people,Juror in Ghislaine Maxwell's trial,low
entity,PER-00823,Juror number one,,epstein-docs,epstein-docs_role,category/role,people,juror in a trial,low
entity,PER-00824,Stevens,,epstein-docs,epstein-docs_role,category/role,people,Supreme Court Justice referenced in the discussion,low
entity,PER-00825,Justin B. Long,,epstein-docs,epstein-docs_role,category/role,people,BOP Public Information Office,low
entity,PER-00832,Katarina Witt,,epstein-docs,rhowardstone,category/role,people,celebrity,low
entity,PER-00836,Kathryn Ruemmler,,epstein-docs,rhowardstone,category/role,people,legal,low
entity,PER-00841,Katielynn Boyd Townsend,,epstein-docs,epstein-docs_role,category/role,people,Counsel for Reporters Committee for Freedom of the Press,low
entity,PER-00844,Keith E. Rooney,,epstein-docs,rhowardstone,category/role,people,associate,low
entity,PER-00846,Kelly Bovino Umekubo,,epstein-docs,epstein-docs_role,category/role,people,Witness who failed to comply with subpoena,low
entity,PER-00847,Kelly Spamm,,epstein-docs,rhowardstone,category/role,people,other,low
entity,PER-00853,"Kenneth A. Polite, Jr.",,epstein-docs,epstein-docs_role,category/role,people,"Assistant Attorney General, Criminal Division, U.S. Department of Justice",low
entity,PER-00854,Kenneth Hyle,,epstein-docs,epstein-docs_role,category/role,people,"recipient and sender of emails, reviewing and editing Epstein Reconstruction document",low
entity,PER-00857,Kenneth Marra,,epstein-docs,rhowardstone,category/role,people,legal,low
entity,PER-00858,Kenneth R. Feinberg,,epstein-docs,epstein-docs_role,category/role,people,Co-Designer of the EVCP,low
entity,PER-00859,Kenneth Starr,,epstein-docs,epstein-docs_role,category/role,people,Epstein's attorney,low
entity,PER-00860,Kevin Maxwell,,epstein-docs,epstein-docs_role,category/role,people,Individual mentioned in the document,low
entity,PER-00861,Kevin Pistro,,epstein-docs,epstein-docs_role,category/role,people,Sender of the email,low
entity,PER-00863,Kevin Spacey,,epstein-docs,epstein-docs_role,category/role,people,celebrity who has flown on Epstein's plane,low
entity,PER-00870,Kristy Rodgers,,epstein-docs,epstein-docs_role,category/role,people,Co-pilot or observer,low
entity,PER-00872,L. Cristina Griffith,,epstein-docs,epstein-docs_role,category/role,people,Recipient of the email,low
entity,PER-00877,Lamine N'DiayeLee Plourde,,epstein-docs,epstein-docs_role,category/role,people,Recipient of the email,low
entity,PER-00880,Lanna Belholovick,,epstein-docs,epstein-docs_role,category/role,people,Assistant State Attorney,low
entity,PER-00882,Lara Elizabeth Pomerantz,,epstein-docs,epstein-docs_role,category/role,people,Assistant United States Attorney,low
entity,PER-00885,Larry Laudan,,epstein-docs,epstein-docs_role,category/role,people,Philosopher of science referenced,low
entity,PER-00886,Larry Morrison,,epstein-docs,rhowardstone,category/role,people,associate,low
entity,PER-00889,Larry Summers,,epstein-docs,epstein-docs_role,category/role,people,Passenger/Observer,low
entity,PER-00890,Larry Visoski,,epstein-docs,epstein-docs_role,category/role,people,Recipient of invoices,low
entity,PER-00891,Laura Edelstein,,epstein-docs,rhowardstone,category/role,people,associate,low
entity,PER-00892,Laura Menninger,,epstein-docs,epstein-docs_role,category/role,people,Attorney for Ghislaine Maxwell,low
entity,PER-00894,Laurie Edelstein,,epstein-docs,epstein-docs_role,category/role,people,Attorney or representative submitting multiple letters to Judge Pauley,low
entity,PER-00899,Leah S. Saffian,,epstein-docs,epstein-docs_role,category/role,people,Defense Attorney,low
entity,PER-00900,Lee J Loftus,,epstein-docs,epstein-docs_role,category/role,people,Recipient of the statement from Hugh Hurwitz,low
entity,PER-00901,Lee Plourde,,epstein-docs,epstein-docs_role,category/role,people,Sender of the email,low
entity,PER-00903,Leo Sims,,epstein-docs,rhowardstone,category/role,people,associate,low
entity,PER-00904,Leon Black,,epstein-docs,epstein-docs_role,category/role,people,Individual with redacted personal contact information,low
entity,PER-00911,Lesley Groff,,epstein-docs,epstein-docs_role,category/role,people,Potential co-conspirator,low
entity,PER-00913,Leslie Gelb,,epstein-docs,rhowardstone,category/role,people,other,low
entity,PER-00914,Leslie Wexner,,epstein-docs,epstein-docs_role,category/role,people,retail magnate and associate of Epstein,low
entity,PER-00915,Lester Pollack,,epstein-docs,rhowardstone,category/role,people,other,low
entity,PER-00917,Lieut B.F. Cong,,epstein-docs,epstein-docs_role,category/role,people,Prison lieutenant inspecting units,low
entity,PER-00918,Lieutenant (unnamed),,epstein-docs,epstein-docs_role,category/role,people,supervisory correctional officer,low
entity,PER-00920,Lilly Ann Sansbeez,,epstein-docs,epstein-docs_role,category/role,people,Attorney for Jeffrey Epstein,low
entity,PER-00921,Linda,,epstein-docs,epstein-docs_role,category/role,people,Caller who wanted to discuss something,low
entity,PER-00923,Linda Pinto,,epstein-docs,rhowardstone,category/role,people,other,low
entity,PER-00929,Lisa Summers,,epstein-docs,rhowardstone,category/role,people,other,low
entity,PER-00933,Loretta Preska,,epstein-docs,epstein-docs_role,category/role,people,Senior United States District Judge,low
entity,PER-00934,Lorinda Ash,,epstein-docs,epstein-docs_role,category/role,people,Person mentioned in a comment on the MySpace page,low
entity,PER-00941,Lynn Forester,,epstein-docs,epstein-docs_role,category/role,people,Passenger/Observer,low
entity,PER-00944,M. Colon,,epstein-docs,epstein-docs_role,category/role,people,Visitor,low
entity,PER-00945,M. D. Carvajal,,epstein-docs,epstein-docs_role,category/role,people,"Assistant Director, CPD",low
entity,PER-00946,M. Schanz,,epstein-docs,rhowardstone,category/role,people,associate,low
entity,PER-00947,Magistrate Judge Briones,,epstein-docs,epstein-docs_role,category/role,people,Issued the initial order of detention,low
entity,PER-00948,Mandy Ellison,,epstein-docs,epstein-docs_role,category/role,people,Passenger/Observer,low
entity,PER-00952,Manuela Stoetter,,epstein-docs,rhowardstone,category/role,people,other,low
entity,PER-00953,Marc Allan Fernich,,epstein-docs,epstein-docs_role,category/role,people,Defense attorney for Jeffrey Epstein,low
entity,PER-00956,Maria Alessi,,epstein-docs,epstein-docs_role,category/role,people,Former Epstein household employee and proposed deponent,low
entity,PER-00959,Mariana Braylovskiy,,epstein-docs,epstein-docs_role,category/role,people,Notary Public,low
entity,PER-00960,Marie Villafana,,epstein-docs,epstein-docs_role,category/role,people,Assistant U.S. Attorney,low
entity,PER-00963,Mark DeMarco,,epstein-docs,epstein-docs_role,category/role,people,Attorney for the defendant,low
entity,PER-00964,Mark Epstein,,epstein-docs,epstein-docs_role,category/role,people,"Defendant's brother, potential guarantor",low
entity,PER-00965,Mark Filip,,epstein-docs,epstein-docs_role,category/role,people,Deputy Attorney General during the relevant period,low
entity,PER-00966,Mark Fisher,,epstein-docs,rhowardstone,category/role,people,other,low
entity,PER-00970,Mark Stewart Cohen,,epstein-docs,epstein-docs_role,category/role,people,Defense Attorney,low
entity,PER-00973,Mark Zuckerberg,,epstein-docs,rhowardstone,category/role,people,business,low
entity,PER-00975,Martha Stewart,,epstein-docs,rhowardstone,category/role,people,celebrity,low
entity,PER-00976,Martha Vazquez,,epstein-docs,rhowardstone,category/role,people,associate,low
entity,PER-00977,Marti Licom-Vitale,,epstein-docs,epstein-docs_role,category/role,people,Recipient of the email,low
entity,PER-00978,Martin Nowak,,epstein-docs,epstein-docs_role,category/role,people,Biologist and academic who has received funding from Epstein,low
entity,PER-00979,Martin Weinberg,,epstein-docs,epstein-docs_role,category/role,people,Counsel for Jeffrey Epstein,low
entity,PER-00980,Marvin Minsky,,epstein-docs,rhowardstone,category/role,people,academic,low
entity,PER-00989,Matthew I. Menchel,,epstein-docs,epstein-docs_role,category/role,people,Managing Assistant United States Attorney,low
entity,PER-00991,Maura S. Doyle,,epstein-docs,epstein-docs_role,category/role,people,Clerk of the Supreme Judicial Court,low
entity,PER-00996,Medical Examiner,,epstein-docs,epstein-docs_role,category/role,people,Performed the autopsy on Epstein,low
entity,PER-01003,Melanie Walker,,epstein-docs,rhowardstone,category/role,people,academic,low
entity,PER-01004,Melinda Luntz,,epstein-docs,epstein-docs_role,category/role,people,Involved individual,low
entity,PER-01006,Melissa Dalton,,epstein-docs,epstein-docs_role,category/role,people,JPMorgan Private Bank representative,low
entity,PER-01007,Melissa Desori,,epstein-docs,epstein-docs_role,category/role,people,Associate attorney on the Parse matter,low
entity,PER-01008,Melissa Madrigal,,epstein-docs,epstein-docs_role,category/role,people,Counsel of record for Ghislaine Maxwell at Markus Moss PLLC,low
entity,PER-01011,Merwin de la Cruz,,epstein-docs,rhowardstone,category/role,people,staff,low
entity,PER-01014,Michael Baden,,epstein-docs,epstein-docs_role,category/role,people,Forensic pathologist mentioned in the article,low
entity,PER-01016,Michael Carroll,,epstein-docs,epstein-docs_role,category/role,people,Recipient of the email,low
entity,PER-01017,Michael Carvajal,,epstein-docs,epstein-docs_role,category/role,people,Recipient of the email,low
entity,PER-01018,Michael Cherry,,epstein-docs,rhowardstone,category/role,people,associate,low
entity,PER-01021,Michael E. Horowitz,,epstein-docs,epstein-docs_role,category/role,people,DOJ Inspector General,low
entity,PER-01024,Michael Greco,,epstein-docs,epstein-docs_role,category/role,people,U.S. Marshal,low
entity,PER-01025,Michael Hammer,,epstein-docs,epstein-docs_role,category/role,people,Recipient of letters and faxes,low
entity,PER-01026,Michael J. Fitzpatrick,,epstein-docs,epstein-docs_role,category/role,people,Chief U.S. Probation Officer,low
entity,PER-01027,Michael Jackson,,epstein-docs,epstein-docs_role,category/role,people,Plaintiff in Jackson v. Goord,low
entity,PER-01029,Michael Ovitz,,epstein-docs,epstein-docs_role,category/role,people,"Individual listed, significance unknown without context",low
entity,PER-01030,Michael Reiter,,epstein-docs,epstein-docs_role,category/role,people,Palm Beach Police Chief,low
entity,PER-01032,Michael Saylor,,epstein-docs,rhowardstone,category/role,people,business,low
entity,PER-01035,Michael Thomas,,epstein-docs,epstein-docs_role,category/role,people,Defendant,low
entity,PER-01036,Michael Toporek,,epstein-docs,epstein-docs_role,category/role,people,Sender of letters to David Parse,low
entity,PER-01037,Michael William Aznaran,,epstein-docs,epstein-docs_role,category/role,people,The person who generated the report,low
entity,PER-01038,Michael Wolff,,epstein-docs,rhowardstone,category/role,people,other,low
entity,PER-01041,Michelle Healey,,epstein-docs,epstein-docs_role,category/role,people,Defense witness,low
entity,PER-01042,Michelle Licata,,epstein-docs,rhowardstone,category/role,people,other,low
entity,PER-01043,Michelle Michelle,,epstein-docs,rhowardstone,category/role,people,other,low
entity,PER-01044,Mick Jagger,,epstein-docs,rhowardstone,category/role,people,celebrity,low
entity,PER-01045,Mike,,epstein-docs,epstein-docs_role,category/role,people,intended recipient of the draft press release,low
entity,PER-01048,Mike Wallace,,epstein-docs,rhowardstone,category/role,people,celebrity,low
entity,PER-01052,Minnie Driver,,epstein-docs,rhowardstone,category/role,people,celebrity,low
entity,PER-01055,Miranda,,epstein-docs,epstein-docs_role,category/role,people,Made a phone call to JE on 02/08/03,low
entity,PER-01062,Moira Penza,,epstein-docs,epstein-docs_role,category/role,people,Former federal prosecutor and legal expert,low
entity,PER-01064,Morning Watch Lieutenant Captain,,epstein-docs,epstein-docs_role,category/role,people,Reviewing officer,low
entity,PER-01066,Morning Watch Operations Lieutenant,,epstein-docs,epstein-docs_role,category/role,people,Supervisory role responsible for overseeing morning watch operations,low
entity,PER-01068,Mort Zuckerman,,epstein-docs,rhowardstone,category/role,people,business,low
entity,PER-01079,Hernandez,,epstein-docs,epstein-docs_role,category/role,people,Prosecutor/Attorney,low
entity,PER-01081,Jack Goldberger,,epstein-docs,epstein-docs_role,category/role,people,Epstein's defense attorney,low
entity,PER-01082,John Wallace,,epstein-docs,epstein-docs_role,category/role,people,"Staff Attorney, MDC Brooklyn",low
entity,PER-01083,Johnson,,epstein-docs,epstein-docs_role,category/role,people,"Recipient of the email, likely a prison official or administrator",low
entity,PER-01084,Jones,,epstein-docs,epstein-docs_role,category/role,people,Victim,low
entity,PER-01085,Jules Burney,,epstein-docs,epstein-docs_role,category/role,people,expert on French law cited in the document,low
entity,PER-01093,Pagliucca,,epstein-docs,epstein-docs_role,category/role,people,Counsel for G Maxwell,low
entity,PER-01095,Perry,,epstein-docs,epstein-docs_role,category/role,people,Subject of an addendum opinion from the U.K.,low
entity,PER-01096,Pluorde,,epstein-docs,epstein-docs_role,category/role,people,Prison official who met with Epstein,low
entity,PER-01097,Robertson,,epstein-docs,epstein-docs_role,category/role,people,defendant in the case,low
entity,PER-01100,Shiechtman,,epstein-docs,epstein-docs_role,category/role,people,Defense Attorney,low
entity,PER-01103,Vega,,epstein-docs,epstein-docs_role,category/role,people,witness,low
entity,PER-01112,Maxwell's husband,,epstein-docs,epstein-docs_role,category/role,people,Co-signer of the personal recognizance bond,low
entity,PER-01113,Mccarthy,,epstein-docs,epstein-docs_role,category/role,people,Co-counsel or opposing counsel,low
entity,PER-01116,Sophia Papapetru,,epstein-docs,epstein-docs_role,category/role,people,"Staff Attorney, MDC Brooklyn",low
entity,PER-01117,Sterntheim,,epstein-docs,epstein-docs_role,category/role,people,Defense Attorney,low
entity,PER-01118,Trizaskoma,,epstein-docs,epstein-docs_role,category/role,people,Handled a telephone conference with the Court,low
entity,PER-01119,Ms.Villaflana,,epstein-docs,epstein-docs_role,category/role,people,Prosecutor in the USA v. Maxwell case,low
entity,PER-01120,Murray Gell-Mann,,epstein-docs,rhowardstone,category/role,people,academic,low
entity,PER-01122,N'Diaye Skipper-Scott,,epstein-docs,epstein-docs_role,category/role,people,Warden who notified about Epstein's passing,low
entity,PER-01127,Nadia Marcinkova,,epstein-docs,epstein-docs_role,category/role,people,Potential co-conspirator,low
entity,PER-01128,Nancy Ayers,,epstein-docs,epstein-docs_role,category/role,people,"Chief, Office of Public Affairs, Federal Bureau of Prisons",low
entity,PER-01129,Nancy Ma,,epstein-docs,epstein-docs_role,category/role,people,Paralegal on the case,low
entity,PER-01130,Naomi Campbell,,epstein-docs,epstein-docs_role,category/role,people,Individual listed,low
entity,PER-01132,Natalie,,epstein-docs,epstein-docs_role,category/role,people,Caller who left a message for Jeffrey,low
entity,PER-01133,Natalie Bennett,,epstein-docs,epstein-docs_role,category/role,people,Author,low
entity,PER-01135,Natalya Malyshov,,epstein-docs,epstein-docs_role,category/role,people,Recruiter for Epstein and Maxwell,low
entity,PER-01138,Nathan Myhrvold,,epstein-docs,epstein-docs_role,category/role,people,Passenger,low
entity,PER-01139,Nathan Siegel,,epstein-docs,epstein-docs_role,category/role,people,Attorney for ABC News and NBC News,low
entity,PER-01145,Nicholas Cutaia,,epstein-docs,epstein-docs_role,category/role,people,Person sending an email with a revised draft jury charge,low
entity,PER-01151,Nicolas Berggruen,,epstein-docs,epstein-docs_role,category/role,people,"Unknown, listed individual",low
entity,PER-01153,Nicole Junkermann,,epstein-docs,epstein-docs_role,category/role,people,Recipient,low
entity,PER-01154,Nicole Simmons,,epstein-docs,epstein-docs_role,category/role,people,Person who served the declaration,low
entity,PER-01160,Noel Allx,,epstein-docs,epstein-docs_role,category/role,people,Correctional Officer who worked with Thomas and also failed to conduct rounds,low
entity,PER-01162,Norman K. Moon,,epstein-docs,epstein-docs_role,category/role,people,Judge,low
entity,PER-01163,O Teal,,epstein-docs,rhowardstone,category/role,people,other,low
entity,PER-01166,Oliver Sachs,,epstein-docs,rhowardstone,category/role,people,other,low
entity,PER-01167,Oliver Sacks,,epstein-docs,rhowardstone,category/role,people,academic,low
entity,PER-01168,Olivier Laude,,epstein-docs,epstein-docs_role,category/role,people,"Partner at Laude Esquior Champey, acting on behalf of Cohen & Gresser LLP",low
entity,PER-01170,Operations Lieutenant,,epstein-docs,epstein-docs_role,category/role,people,Approving officer for the out count,low
entity,PER-01176,Pamela J. Bondi,,epstein-docs,epstein-docs_role,category/role,people,United States Attorney General,low
entity,PER-01177,Pamela Johanaoff,,epstein-docs,rhowardstone,category/role,people,other,low
entity,PER-01178,Pamela Stevens,,epstein-docs,rhowardstone,category/role,people,other,low
entity,PER-01181,Pat Benatar,,epstein-docs,rhowardstone,category/role,people,celebrity,low
entity,PER-01184,Patrick J. Smith,,epstein-docs,epstein-docs_role,category/role,people,Attorney for Jordana H. Feldman,low
entity,PER-01185,Patsy Rodgers,,epstein-docs,rhowardstone,category/role,people,other,low
entity,PER-01186,Paul A. Engel Mayer,,epstein-docs,epstein-docs_role,category/role,people,United States District Judge,low
entity,PER-01189,Paul Cassell,,epstein-docs,epstein-docs_role,category/role,people,Counsel for Virginia Giuffre,low
entity,PER-01191,"Paul H. Schoeman, Esq.",,epstein-docs,epstein-docs_role,category/role,people,attorney mentioned in conversation,low
entity,PER-01194,Paul M. Daugerdas,,epstein-docs,epstein-docs_role,category/role,people,Defendant,low
entity,PER-01195,Paul Mellon,,epstein-docs,rhowardstone,category/role,people,other,low
entity,PER-01197,Paul Shechtman,,epstein-docs,epstein-docs_role,category/role,people,Attorney for David Parse,low
entity,PER-01199,Paula Epsilon,,epstein-docs,epstein-docs_role,category/role,people,Passenger,low
entity,PER-01201,Peggy Siegal,,epstein-docs,epstein-docs_role,category/role,people,Individual listed,low
entity,PER-01204,Perry Lang/Adam,,epstein-docs,epstein-docs_role,category/role,people,Client,low
entity,PER-01207,Peter Brant,,epstein-docs,rhowardstone,category/role,people,business,low
entity,PER-01209,Peter Dubinin,,epstein-docs,rhowardstone,category/role,people,associate,low
entity,PER-01212,Peter Mandelson,,epstein-docs,epstein-docs_role,category/role,people,Individual with redacted personal contact information,low
entity,PER-01213,Peter Marino,,epstein-docs,epstein-docs_role,category/role,people,Pilot or evaluator,low
entity,PER-01214,Peter Nygard,,epstein-docs,rhowardstone,category/role,people,business,low
entity,PER-01215,Peter Skinner,,epstein-docs,epstein-docs_role,category/role,people,Attorney at Boies Schiller representing Virginia Roberts,low
entity,PER-01216,Peter Soros,,epstein-docs,epstein-docs_role,category/role,people,"Individual listed, potentially notable due to association with George Soros",low
entity,PER-01219,Phil Collins,,epstein-docs,rhowardstone,category/role,people,celebrity,low
entity,PER-01221,Philippe JAIGLIF,,epstein-docs,epstein-docs_role,category/role,people,Chef du Bureau de l'Entraide Pénale Internationale,low
entity,PER-01226,Pierre N. Leval,,epstein-docs,epstein-docs_role,category/role,people,Circuit Judge,low
entity,PER-01231,Preet Bharara,,epstein-docs,epstein-docs_role,category/role,people,United States Attorney for the Southern District of New York,low
entity,PER-01241,Jonathan David Farley,,epstein-docs,epstein-docs_role,category/role,people,"Mathematician, visiting professor at MIT, recipient of Harvard Foundation '2004 Scientist of the Year Award'",low
entity,PER-01245,R. Craig Brubaker,,epstein-docs,epstein-docs_role,category/role,people,Sender of emails,low
entity,PER-01246,R. Ormond,,epstein-docs,epstein-docs_role,category/role,people,Northeast Regional Director,low
entity,PER-01248,Ralph Ellison,,epstein-docs,rhowardstone,category/role,people,other,low
entity,PER-01249,Ralph Fiennes,,epstein-docs,epstein-docs_role,category/role,people,Individual with redacted personal contact information,low
entity,PER-01250,Ralph Lauren,,epstein-docs,rhowardstone,category/role,people,business,low
entity,PER-01253,Ramona Alaggia,,epstein-docs,epstein-docs_role,category/role,people,Author and researcher on CSA disclosures,low
entity,PER-01255,Randy Kim,,epstein-docs,epstein-docs_role,category/role,people,Partner of the witness in the San Francisco office,low
entity,PER-01256,Ray Ormond,,epstein-docs,epstein-docs_role,category/role,people,Recipient of the email,low
entity,PER-01257,"Raymond J. Lohier, Jr.",,epstein-docs,epstein-docs_role,category/role,people,Circuit Judge,low
entity,PER-01260,Regina Chacon,,epstein-docs,epstein-docs_role,category/role,people,"Assistant Bureau Chief, Law Enforcement Records Bureau, NM Department of Public Safety",low
entity,PER-01262,Reid Weingarten,,epstein-docs,epstein-docs_role,category/role,people,Counsel for Jeffrey Epstein,low
entity,PER-01267,Ric Bradshaw,,epstein-docs,epstein-docs_role,category/role,people,Palm Beach County Sheriff,low
entity,PER-01268,Ricardo Legoretta,,epstein-docs,rhowardstone,category/role,people,other,low
entity,PER-01271,Richard Berman,,epstein-docs,epstein-docs_role,category/role,people,United States District Judge,low
entity,PER-01272,Richard Branson,,epstein-docs,epstein-docs_role,category/role,people,"Person listed, significance unknown",low
entity,PER-01273,Richard C. Wesley,,epstein-docs,epstein-docs_role,category/role,people,Circuit Judge,low
entity,PER-01275,Richard Dawkins,,epstein-docs,rhowardstone,category/role,people,academic,low
entity,PER-01276,Richard Epstein,,epstein-docs,epstein-docs_role,category/role,people,Inmate or individual with a visiting list,low
entity,PER-01277,Richard J. Durbin,,epstein-docs,epstein-docs_role,category/role,people,US Senator who wrote to the French Minister of Foreign Affairs,low
entity,PER-01278,Richard J. Sullivan,,epstein-docs,epstein-docs_role,category/role,people,Circuit Judge,low
entity,PER-01280,Richard Kahn,,epstein-docs,rhowardstone,category/role,people,associate,low
entity,PER-01284,Richard Plepler,,epstein-docs,epstein-docs_role,category/role,people,Individual with redacted personal contact information,low
entity,PER-01285,Rina Danielson,,epstein-docs,epstein-docs_role,category/role,people,Person serving the Brief of Amicus Curiae,low
entity,PER-01287,Rinaldo Rizzo,,epstein-docs,epstein-docs_role,category/role,people,potential deponent,low
entity,PER-01288,Rioux,,epstein-docs,epstein-docs_role,category/role,people,referenced in a previous court decision related to jury pool definition,low
entity,PER-01289,Robert A. Katzmann,,epstein-docs,epstein-docs_role,category/role,people,Chief Judge,low
entity,PER-01292,Robert F. Kennedy Jr.,,epstein-docs,rhowardstone,category/role,people,politician,low
entity,PER-01294,Robert Glassman,,epstein-docs,epstein-docs_role,category/role,people,Jane's attorney,low
entity,PER-01295,Robert J. Conrad,,epstein-docs,epstein-docs_role,category/role,people,Individual with FEC contribution records,low
entity,PER-01296,Robert Maxwell,,epstein-docs,epstein-docs_role,category/role,people,"Ghislaine Maxwell's father, whose parenting style and expectations are described",low
entity,PER-01297,Robert MD Beaudouin,,epstein-docs,epstein-docs_role,category/role,people,Prescribing Doctor,low
entity,PER-01298,Robert Meister,,epstein-docs,epstein-docs_role,category/role,people,Individual with redacted personal contact information,low
entity,PER-01303,Robert Trump,,epstein-docs,rhowardstone,category/role,people,business,low
entity,PER-01304,Robert W. Sweet,,epstein-docs,epstein-docs_role,category/role,people,United States District Judge,low
entity,PER-01305,Robert Y. Lewis,,epstein-docs,epstein-docs_role,category/role,people,Attorney representing Sarah Ransome and Elizabeth Stein,low
entity,PER-01307,Robin Birley,,epstein-docs,rhowardstone,category/role,people,other,low
entity,PER-01308,Robin Leach,,epstein-docs,epstein-docs_role,category/role,people,Involved individual,low
entity,PER-01309,Robin Plant,,epstein-docs,epstein-docs_role,category/role,people,"Passenger on multiple flights, accompanied by 'GM' ( possibly a significant other or associate)",low
entity,PER-01314,Ron DeSantis,,epstein-docs,epstein-docs_role,category/role,people,Governor of Florida,low
entity,PER-01315,Ronald Perelman,,epstein-docs,rhowardstone,category/role,people,business,low
entity,PER-01316,Rosa Monckton,,epstein-docs,epstein-docs_role,category/role,people,Epstein's friend and former CEO of Tiffany & Co. UK,low
entity,PER-01320,Roy Black,,epstein-docs,epstein-docs_role,category/role,people,Epstein's defense attorney,low
entity,PER-01322,Rupert Murdoch,,epstein-docs,rhowardstone,category/role,people,business,low
entity,PER-01323,Rusan Lateef,,epstein-docs,epstein-docs_role,category/role,people,Co-author and researcher on CSA disclosures,low
entity,PER-01324,Ruslana Korshunova,,epstein-docs,rhowardstone,category/role,people,other,low
entity,PER-01325,Ruth Pickholz,,epstein-docs,epstein-docs_role,category/role,people,Justice of the Supreme Court at Jeffrey Epstein's SORA hearing,low
entity,PER-01326,S Andrea,,epstein-docs,epstein-docs_role,category/role,people,Staff member on Unit 10 SOUTH #2,low
entity,PER-01327,S. Allen Counter,,epstein-docs,epstein-docs_role,category/role,people,Director of the Harvard Foundation,low
entity,PER-01329,Sacksle,,epstein-docs,epstein-docs_role,category/role,people,Person making or receiving calls/interactions,low
entity,PER-01330,Sadler,,epstein-docs,epstein-docs_role,category/role,people,"Visitor, potentially a legal representative or associate",low
entity,PER-01334,Sandra,,epstein-docs,epstein-docs_role,category/role,people,Caller who left a message for Jeffery,low
entity,PER-01335,Sandra McSorley,,epstein-docs,epstein-docs_role,category/role,people,Circuit Court Judge,low
entity,PER-01336,Sandy Berger,,epstein-docs,rhowardstone,category/role,people,politician,low
entity,PER-01340,Sarah Kellen,,epstein-docs,epstein-docs_role,category/role,people,Potential co-conspirator,low
entity,PER-01341,Sarah Ransome,,epstein-docs,epstein-docs_role,category/role,people,Victim of Jeffrey Epstein and Ghislaine Maxwell,low
entity,PER-01342,Savell Clifford,,epstein-docs,epstein-docs_role,category/role,people,Visitor,low
entity,PER-01343,Schoettle/Douglas,,epstein-docs,epstein-docs_role,category/role,people,Client with multiple transactions,low
entity,PER-01344,Schulte,,epstein-docs,epstein-docs_role,category/role,people,defendant,low
entity,PER-01347,Scotty David,,epstein-docs,epstein-docs_role,category/role,people,Juror in Ghislaine Maxwell trial,low
entity,PER-01353,Shannon Healy,,epstein-docs,epstein-docs_role,category/role,people,"Listed alongside other names, potentially associates or contacts of Epstein",low
entity,PER-01354,Sharon R. Bock,,epstein-docs,epstein-docs_role,category/role,people,Clerk of the Circuit Court,low
entity,PER-01363,Shelley Lewis,,epstein-docs,rhowardstone,category/role,people,associate,low
entity,PER-01364,Shelly Harrison,,epstein-docs,rhowardstone,category/role,people,other,low
entity,PER-01368,Shirley,,epstein-docs,epstein-docs_role,category/role,people,Staff member responsible for providing updates,low
entity,PER-01369,Shirley V. Skibber-Scott,,epstein-docs,epstein-docs_role,category/role,people,"Associate Warden, MCC New York",low
entity,PER-01371,SHU Lieutenant,,epstein-docs,epstein-docs_role,category/role,people,Responsible for examining sign-in sheets for SHU Suicide Prevention training,low
entity,PER-01373,Sigrid McCawley,,epstein-docs,epstein-docs_role,category/role,people,Attorney representing Annie Farmer,low
